german_word,english_translation,german_sentence,english_sentence
nach,"to, after, according to",Ich fahre morgen nach Hamburg.,I'm going to Hamburg tomorrow.
"der Nachbar, -n",neighbours,Unsere neuen Nachbarn sind sehr nett.,Our new neighbors are very nice.
nachdem,after,"Nachdem wir gegessen hatten, sind wir spazieren gegangen.","After we had eaten, we went for a walk."
"nachdenken, denkt nach, dachte nach, hat nachgedacht",to reflect,"Ich weiß nicht, was ich machen soll. - Ich muss nachdenken.",I do not know what to do. - I have to think.
nachher,later,Ich rufe nachher noch mal an.,I'll call you later.
"nachholen, holt nach, holte nach, hat nachgeholt",catch up,Ich möchte gerne meine Familie nach Deutschland nachholen.,I would like to bring my family to Germany.
"die Nachricht, -en",news,Ich habe eine gute Nachricht für Sie. - Sie haben die Prüfung bestanden.,I have good news for you. - You passed the exam.
"nachschlagen, schlägt nach, schlug nach, hat nachgeschlagen",to look up,Ich kenne das Wort nicht. Das musst du im Wörterbuch nachschlagen.,I do not know the word. You have to look up that in the dictionary.
"die Nachspeise, -n",dessert,Was möchten Sie als Nachspeise?,What do you want as a dessert?
"der Nachteil, -e",disadvantage,Einen Nachteil hat die Wohnung. Sie liegt nicht zentral.,A disadvantage has the apartment. It is not central.
"der Nachtisch, -e",dessert,Was gibt es zum Nachtisch?,What is there for dessert?
"die Nadel, -n",needle,Hast du eine Nadel für mich? - Ich muss einen Knopf annähen.,Do you have a needle for me? - I have to sew a button.
"der Nagel, -""",nail,Kannst du mir den Nagel in die Wand schlagen?,Can you beat the nail in the wall?
nah(e),near,"Wie weit ist es zum Bahnhof? - Das ist ganz nah, nur zwei Minuten von hier.","How far is it to the railway station? - That's very close, only two minutes from here."
die Nähe (Sg.),"near, proximity, vicinity",Die Post ist ganz in der Nähe.,The post office is very close.
nächst,next,Wo ist hier die nächste Apotheke?,Where is the nearest pharmacy?
"nähen, näht, nähte, hat genäht",to sew,Meine Mutter näht ihre Kleider selbst.,My mother sews her own clothes.
naja,well,"Tut mir leid, wir haben schon geschlossen. - Naja, da kann man nichts machen.","I'm sorry, we have already closed. - Well, there is nothing to do about it."
"der Name, -n",name,Wie ist Ihr Name?,What's your name?
"der Familienname, -n",family name,Ludin ist mein Familienname.,Ludin is my family name.
"der Mädchenname, -n",maiden name,Wie ist Ihr Mädchenname?,What's your maiden name?
"der Vorname, -n",first name,Mein Vorname ist Thomas.,My first name is Thomas.
nämlich,namely,Ich muss leider gehen. Ich habe nämlich noch einen Termin beim Zahnarzt.,"Unfortunately, I have to go. I still have an appointment with the dentist."
"die Nase, -n",nose,Haben Sie Nasentropfen? Ich bin sehr erkältet.,Do you have nose drops? I am very cold.
nass,wet,Es hat schrecklich geregnet. Ich bin ganz nass geworden.,It was raining terribly. I got wet all over.
"die Natur, -en",nature,Ich bin gern draußen in der Natur.,I like being outdoors in nature.
natürlich,naturally,Natürlich helfen wir dir.,Of course we will help you.
der Nebel (Sg.),fog,Wegen Nebels konnten wir gestern nicht in Frankfurt landen.,Because of fog we could not land yesterday in Frankfurt.
neblig,foggy,Fahr vorsichtig! Es ist neblig.,Drive carefully! It is foggy.
neben,next to,Neben mir ist noch ein Platz frei.,Next to me is still a place free.
nebenan,next door,"Das ist José, er wohnt nebenan.","This is José, he lives next door."
nebenbei,at the same time,Mein Freund studiert Geschichte. Und nebenbei arbeitet er in einer Kneipe.,"My friend is studying history. And by the way, he works in a pub."
"der Neffe, -n",nephew,Mein Neffe studiert Medizin.,My nephew is studying medicine.
negativ,negative,Du solltest nicht alles negativ sehen.,You should not see everything negative.
"nehmen, nimmt, nahm, hat genommen",to take,Was möchten Sie? - Ich nehme einen Salat.,What do you wish? - I'll take a salad.
nein,no,"Noch ein Bier? - Nein, danke.",One more beer? - No thanks.
"nennen, nennt, nannte, hat genannt","to name, call","Mein Freund heißt Alexander, aber alle nennen ihn Alex.","My friend's name is Alexander, but everyone calls him Alex."
"der Nerv, -en",nerve,Mach bitte das Radio aus. Die Musik geht mir auf die Nerven.,"Turn off the radio, please. The music gets on my nerves."
nervös,nervous,Das Warten macht mich ganz nervös.,The wait makes me very nervous.
nett,nice,Die Leute sind hier sehr nett.,The people are very nice here.
netto,"net, after tax",Mein Bruder verdient netto 1.200 Euro.,"My brother earns 1,200 euros net."
neu,new,Mein Wagen ist noch ganz neu.,My car is still brand new.
neugierig,curious,Die Nachbarn sind ziemlich neugierig.,The neighbors are pretty curious.
neulich,"recently, the other day","Stell dir vor, ich habe neulich unseren Lehrer gesehen.",Imagine seeing the teacher the other day.
nicht,"not, don't","Zigarette? - Danke, ich rauche nicht.","Cigarette? - Thanks, I do not smoke."
"die Nichte, -n",niece,Die Tasche ist ein Geschenk von meiner Nichte.,The bag is a gift from my niece.
"der Nichtraucher, -",non-smoker,In unserer Familie sind alle Nichtraucher.,In our family are all non-smokers.
nichts,nothing,Ich habe noch nichts gegessen.,I have not eaten anything yet.
nie,never,Der Chef ist nie da.,The boss is never there.
niedrig,low,Die Räume hier sind mir zu niedrig.,The rooms here are too low for me.
niemand,no one,Ich habe geklingelt. Aber es war niemand zu Hause.,I rang the bell. But nobody was at home.
nirgends,nowhere,Ich kann die Quittung nirgends finden.,I can not find the receipt anywhere.
nirgendwo,nowhere,Die Schlüssel kann ich nirgendwo finden.,I can not find the keys anywhere.
noch,"still, yet",Mein Bruder geht noch zur Schule. / Ich habe nur noch 20 Euro.,My brother is still at school. / I only have 20 euros left.
nochmal,again,Vielen Dank nochmal.,Thanks again.
nochmals,again,Nochmals vielen Dank!,Thanks again!
normal,normal,Fehler zu machen ist doch ganz normal.,Making mistakes is quite normal.
normalerweise,normally,Wann haben Sie normalerweise Pause?,When do you usually have a break?
der Norden/Nord/Nord (Sg.),north,Der Wind kommt von Norden.,The wind comes from the north.
nördlich,northern,Mein Dorf liegt nördlich von Köln.,My village is north of Cologne.
"die Not, -""e","distress, need",Die Menschen im Katastrophengebiet leiden große Not.,The people in the disaster area are in great need.
"die Notaufnahme, -en",casualty department,Die Notaufnahme ist gleich hier links.,The emergency room is right here.
"der Notausgang, -""e",emergency exit,Der Notausgang ist gleich hier bei der Treppe.,The emergency exit is right here by the stairs.
"der Notfall, -""e",emergency,Wir haben einen Notfall. Bitte schicken Sie einen Krankenwagen.,We have an emergency. Please send an ambulance.
"der Notruf, -e",emergency call,Der Notruf hat die Nummer 110.,The emergency number is 110.
notwendig,important,"Muss ich nochmal wiederkommen? - Nein, das ist nicht notwendig.","Do I have to come back again? - No, that's not necessary."
"die Note, -n",marks,Eva hat immer sehr gute Noten in Mathematik.,Eva always has very good marks in mathematics.
notieren,note,Ich habe mir den Termin notiert.,I have noted the appointment.
"die Notiz, -en",note,Ich habe Ihnen eine Notiz geschrieben.,I wrote you a note.
nötig,necessary,"Wenn es nötig ist, nehmen Sie noch eine Tablette.","If necessary, take another tablet."
"die Nudel, -n",noodle,Möchten Sie Nudeln oder Reis? - Lieber Nudeln.,Would you like noodles or rice? - Dear pasta.
"die Nummer, -n",number,Ich habe mich in der Hausnummer geirrt.,I was wrong in the house number.
nun,now,"Schade, dass du arbeiten musst. - Das ist nun mal so.",Too bad that you have to work. - That's how it is.
nur,"just, only",Im Kaufhaus gibt's T- Shirts für nur fünf Euro.,"In the department store, there are T-shirts for only five euros."
"nutzen, nutzt, nutzte, hat genutzt",to be of use,Nutzen Sie unser Angebot.,Take advantage of our offer.
"nützen, nützt, nützte, hat genützt",to use,Ich habe jeden Tag eine Tablette genommen. Aber es hat nichts genützt.,I took one tablet every day. But it did not help.
nützlich,useful,Danke für den Tipp. Das war sehr nützlich.,Thanks for the tip. That was very useful.
ob,whether,"Ich weiß noch nicht, ob ich kommen kann.",I do not know yet if I can come.
oben,"above, upstairs",Wir wohnen oben im 4. Stock.,We live upstairs on the 4th floor.
ober-,top,Die Wohnung im oberen Stockwerk ist vermietet.,The apartment on the upper floor is rented.
das Obst (Sg.),fruit,Obst kaufe ich am liebsten auf dem Markt.,I like to buy fruit in the market.
obwohl,although,"Obwohl meine Kollegin krank ist, geht sie arbeiten.","Although my colleague is ill, she goes to work."
oder,or,Möchten Sie Kaffee oder Tee?,Do you want coffee or tea?
"der Ofen, -""",oven,Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Ofen.,I just made a pizza. She is fresh from the oven.
offen,open,Komm rein. Die Haustür ist offen.,Come in. The front door is open.
öffentlich,public,In der Stadt fahre ich immer mit öffentlichen Verkehrsmitteln.,In the city I always drive by public transport.
offiziell,official,Sie bekommen von uns eine offizielle Einladung.,You will receive an official invitation from us.
"öffnen, öffnet, öffnete, hat geöffnet",to open,Wann öffnen die Geschäfte?,When do the shops open?
oft/öfter,often,Ich treffe mich oft mit meiner Freundin.,I often meet with my girlfriend.
"das Obergeschoss, -e","upstairs, upper floor",Hosen finden Sie im Obergeschoss.,Pants can be found upstairs.
ohne,without,Bitte eine Pizza ohne Zwiebeln.,Please a pizza without onions.
"das Ohr, -en",ear,Ich habe Ohrenschmerzen.,My ears hurt.
okay,ok,"Kannst du mich um 8 Uhr vom Bahnhof abholen? - Okay, mach´ ich.",Can you pick me up from the train station at 8 o'clock? - Okay I'll do.
Öko- (ökologisch),ecologically,"z. B. Ökoladen, Ökostrom, ökologischer Anbau","z. B. Eco stores, green electricity, organic farming"
"das Öl, -e",oil,Es fehlt Öl am Salat.,It lacks oil on the salad.
"die Oma, -s",grandma,Meine Oma ist achtzig Jahre alt geworden.,My grandma was eighty years old.
"der Onkel, -",uncle,Nächste Woche fahre ich zu meinem Onkel nach Berlin.,Next week I'm going to my uncle's in Berlin.
online,online,Ich kaufe jetzt viele Sachen online. Das ist oft billiger.,I buy many things online now. That's often cheaper.
"der Opa, -s",granddad,Mein Opa heißt Hans.,My grandfather's name is Hans.
"die Oper, -n",opera,Ich mag Opern.,I like operas.
"operieren, operiert, operierte, hat operiert",to operate,Wir müssen das Knie sofort operieren.,We have to operate the knee immediately.
"die Operation, -en",operation,Seit der Operation kann ich mein Knie nicht mehr bewegen.,I can not move my knee since the operation.
"das Opfer, -",victim,Bei der Schiffskatastrophe gab es viele Opfer.,There were many casualties during the ship disaster.
optimistisch,optimistic,"Glaubst du, dass du den Job bekommst? - Ja, ich bin ganz optimistisch.","Do you think you will get the job? - Yes, I am quite optimistic."
"die Orange, -n",orange,Ich esse gern Orangen.,I like to eat oranges.
"das Orchester, -",orchestra,Auf unserer Hochzeit hat ein kleines Orchester gespielt.,At our wedding has played a small orchestra.
ordentlich,"decent, respectable, tidy, neat",Mein Bruder ist ein sehr ordentlicher Mensch.,My brother is a very decent person.
"ordnen, ordnet, ordnete, hat geordnet","to order, put in order",Letztes Wochenende habe ich meine Papiere geordnet.,Last weekend I arranged my papers.
"der Ordner, -",folder,Für meine Übungen im Deutschkurs habe ich mir einen Ordner gekauft.,I bought a folder for my exercises in the German course.
"die Ordnung, -en","order, tidiness",Mach mal etwas Ordnung in deinem Zimmer!,Make some order in your room!
"organisieren, organisiert, organisierte, hat organisiert",to organise,Für den nächsten Sommerurlaub habe ich schon alles organisiert.,I already organized everything for the next summer vacation.
"die Organisation, -en",organisation,Wer macht bei Ihnen die Organisation?,Who is doing the organization for you?
"das Original, -e",original,Das Original ist für Sie. - Wir bekommen die Kopie.,The original is for you. - We get the copy.
"der Ort, -e",place,Vergessen Sie Ort und Datum nicht.,Do not forget place and date.
"der Vorort, -e",suburbs,Mein Bruder wohnt in einem Vorort von Hamburg.,My brother lives in a suburb of Hamburg.
"der Wohnort, -e",domicile,Tragen Sie bitte auch Ihren Wohnort ein.,Please enter your place of residence as well.
örtlich,locally,Die Nummer finden Sie im örtlichen Telefonbuch.,The number can be found in the local telephone directory.
der Osten/Ost/Ost (Sg.),east,Das Zimmer geht nach Osten.,The room faces east.
ein paar,a few,Ich komme gleich. Es dauert nur ein paar Minuten.,I'll be right back. It only takes a few minutes.
"das Paar, -e",couple,Ina und Pedro sind ein Paar.,Ina and Pedro are a couple.
"das Päckchen, -",parcel,Meine Tante hat mir ein Päckchen geschickt.,My aunt sent me a packet.
"packen, packt, packte, hat gepackt",to pack,Ich muss noch meinen Koffer packen.,I still have to pack my suitcase.
"das Paket, -e","packet, parcel",Hast du das Paket zur Post gebracht?,Did you bring the parcel to the post office?
"die Panne, -n",breakdown,Kurz vor München hatten wir eine Panne mit dem Auto.,Shortly before Munich we had a car breakdown.
"der Papa, -s",father,Heute holt dich der Papa von der Schule ab.,"Today, Dad picks you up from school."
"das Papier, -e",paper,Hast du ein Blatt Papier für mich?,Do you have a piece of paper for me?
parallel,parallel,Die Goethestraße ist parallel zur Hauptstraße.,Goethestraße is parallel to the main street.
"das Parfüm, -s",perfume,Zum Geburtstag habe ich von meinem Mann ein Parfüm bekommen.,"For my birthday, I got a perfume from my husband."
"der Park, -s",park,Ich gehe gern im Park spazieren.,I like to go for a walk in the park.
"parken, parkt, parkte, hat geparkt",to park,Hier dürfen Sie nicht parken.,You are not allowed to park here.
"das Parkhaus, -""er",car park,Am besten fahren wir gleich ins Parkhaus.,The best way we go straight to the parking garage.
"der Parkplatz, -""e",parking spot,Um diese Uhrzeit finden wir sicher keinen Parkplatz.,We certainly will not find a parking space at this time.
"die Parkuhr, -en",parking meter,Für die Parkuhr brauchst du Kleingeld.,For the parking meter you need change.
"der Partner, -",partner,Wir haben das Geschäft zusammen. Wir sind Partner.,We have the business together. We are partners.
"die Party, -s",party,Letzte Woche war ich auf einer Geburtstagsparty.,Last week I was at a birthday party.
"der Pass, -""e",passport,Ich muss meinen Pass verlängern lassen.,I have to renew my passport.
"der Passagier, -e",passenger,Die Passagiere Schulz und Kaufmann sollen bitte zur Information kommen.,The passengers Schulz and Kaufmann should come for information please.
"passen, passt, passte, hat gepasst",to fit,Der Pullover passt mir nicht mehr.,The sweater does not suit me anymore.
"passieren, passiert, passierte, ist passiert",to happen,Entschuldigung! - Kein Problem. Es ist nichts passiert.,Excuse me! - No problem. Nothing happened.
passiv,passive,"Man sollte im Kurs nicht passiv sein, sondern mitdiskutieren.","You should not be passive in the class, but participate in discussion."
"der Patient, -en",patient,Ich bin Patientin bei Dr. Hausner. Kann ich einen Termin haben?,I am a patient with Dr. med. Hausner. Can I have an appointment?
"die Pause, -n","break, pause",Wir machen zehn Minuten Pause.,We're taking a break for ten minutes.
das Pech (Sg.),bad luck,Es regnet. Unser Picknick fällt leider aus. - So ein Pech!,It's raining. Unfortunately our picnic is canceled. - Bad luck!
"die Pension, -en",pension (small hotel),Im Urlaub haben wir in einer kleinen Pension gewohnt.,On vacation we lived in a small pension.
pensioniert,retired,Mein Nachbar ist seit drei Jahren pensioniert.,My neighbor has been retired for three years.
per,"by, per",Wie kann ich mich für den Kurs anmelden? - Per Fax oder E-Mail.,How can I register for the course? - By fax or e-mail.
perfekt,perfect,Die Reiseorganisation war perfekt.,The travel organization was perfect.
"die Person, -en",person,Eintritt pro Person: 2 Euro.,Admission per person: 2 euros.
persönlich,personal,Hier gibt es zu viele Autos. Das ist meine persönliche Meinung.,There are too many cars here. This is my personal opinion.
das Personal (Sg.),personnel,Dieser Eingang ist nur für das Personal.,This entrance is only for the staff.
"der Pfeffer, -",pepper,Bringen Sie uns bitte Pfeffer und Salz.,Please bring us pepper and salt.
"das Pferd, -e",horse,Meine Tochter wünscht sich ein Pferd.,My daughter wants a horse.
"die Pflanze, -n",plant,"Wenn wir im Urlaub sind, gießt die Nachbarin unsere Pflanzen.","When we are on vacation, the neighbor pours our plants."
"das Pflaster, -",plaster,Hast du ein Pflaster? Ich habe mich geschnitten.,Do you have a plaster? I cut myself.
"die Pflaume, -n",plum,Ich esse gern Pflaumen und noch lieber Pflaumenkuchen.,I like to eat plums and plum cake.
"pflegen, pflegt, pflegte, hat gepflegt","to look after, nurse, foster",Meine Mutter ist sehr krank.,My mother is very ill.
"der Pfleger, -","carer, nurse, orderly",Meine Freundin hat eine Stelle als Altenpflegerin gefunden.,My girlfriend has found a job as a geriatric nurse.
"die Pflegeversicherung, -en",care insurance,Für die Pflegeversicherung muss ich jeden Monat Beiträge zahlen.,For the care insurance I have to pay contributions every month.
"die Pflicht, -en","duty, compulsory",Als Autofahrer müssen Sie eine Versicherung haben. Das ist Pflicht.,"As a car driver, you must have insurance. That's a requirement."
"die Phantasie, -n (Fantasie)",phantasy,Mein Sohn malt sehr gut. Er hat viel Phantasie.,My son paints very well. He has a lot of imagination.
"die Philosophie, -n",philosophy,Meine Kinder haben in der Schule einmal in der Woche Philosophieunterricht.,My children have philosophy lessons once a week at school.
die Physik (Sg.),physics,Mein Schwiegersohn studiert Physik.,My son-in-law is studying physics.
"das Picknick, -s",picnic,Am Sonntag machen wir ein Picknick.,On Sunday we have a picnic.
"die Pille, -n",pill,Der Arzt hat mir neue Pillen verschrieben.,The doctor has prescribed new pills for me.
"der Pilz, -e",mushroom,Haben Sie frische Pilze?,Do you have fresh mushrooms?
"der PKW, -s (Personenkraftwagen)",car,Das Parkhaus ist nur für PKWs.,The parking garage is only for cars.
"planen, plant, plante, hat geplant",to plan,"Wir haben geplant, diesmal im Urlaub nach Österreich zu fahren.",We have planned to go to Austria this time on vacation.
"der Plan, -""e","plan, map","Was macht ihr im Sommer? Ich weiß noch nicht, wir haben noch keine Pläne.","What are you doing in summer? I do not know yet, we do not have any plans yet."
das Plastik (Sg.),plastic,Was für ein Spielzeug möchten Sie? Aus Plastik oder aus Holz?,What kind of toy do you want? Made of plastic or wood?
"der Platz, -""e","place, square",In unserer Wohnung haben wir nicht genug Platz.,In our apartment we do not have enough space.
plötzlich,suddenly,Es war zuerst so schön. Plötzlich hat es angefangen zu regnen.,It was so nice at first. Suddenly it started to rain.
die Politik (Sg.),politics,Ich interessiere mich nicht für Politik.,I am not interested in politics.
"der Politiker, -",politician,"Weißt du, wie dieser Politiker heißt?",Do you know what this politician is called?
politisch,political,Ich diskutiere mit meinem Schwiegervater oft über politische Probleme.,I often discuss political issues with my father-in-law.
"die Polizei, -en",police,Mein Bruder ist bei der Polizei.,My brother is with the police.
"der Polizist, -en",policeman,Die Ampel war kaputt. Ein Polizist hat den Verkehr geregelt.,The traffic light was broken. A policeman has regulated the traffic.
die Pommes frites (Pl.),french fries,Die Kinder essen gern Würstchen mit Pommes frites.,The children like to eat sausages with French fries.
"die Portion, -en",portion,"Bitte, eine Portion Sahne!","Please, a portion of cream!"
positiv,positive,Wir haben eine positive Nachricht für Sie. Sie bekommen die Stelle.,We have a positive message for you. They get the job.
die Post (Sg.),post,Meine Frau arbeitet bei der Post.,My wife works at the post office.
"das Postfach, -""er",post box,Du musst den Brief an das Postfach schicken.,You have to send the letter to the post office.
"die Postkarte, -n",postcard,Ich schicke dir aus dem Urlaub eine Postkarte.,I'll send you a postcard from vacation.
"die Postleitzahl, -en",postcode,Weißt du die Postleitzahl von Berlin-Wedding?,Do you know the postcode of Berlin-Wedding?
"das Praktikum, die Praktika","practical training, internship",Ich mache diesen Sommer drei Monate ein Praktikum bei einer Firma.,I'm doing an internship at a company for three months this summer.
"der Praktikant, -en","trainee, intern",Bei dieser Firma habe ich zwei Jahre als Praktikant gearbeitet.,I worked as a trainee for two years with this company.
praktisch,practical,Ich finde diese Küchenmaschine sehr praktisch.,I find this food processor very convenient.
präsentieren,to present,Präsentieren Sie Ihre Ergebnisse bitte im Kurs.,Please present your results in the course.
"die Praxis, -en",practice,Die Praxis bleibt bis zum 7. Januar geschlossen.,The practice will be closed until the 7th of January.
"der Preis, -e",price,Die Preise sind schon wieder gestiegen.,The prices have risen again.
preiswert,"inexpensive, cheap",Die Jacke ist sehr preiswert.,The jacket is very cheap.
prima,greay,Mit meinem Bruder verstehe ich mich prima.,I get along great with my brother.
privat,private,Hier meine Nummer im Büro und meine Privatnummer.,Here is my number in the office and my private number.
pro,per,Eintritt pro Person: zwei Euro.,Admission per person: two euros.
"probieren, probiert, probierte, hat probiert",to try,Haben Sie dieses Mittel schon einmal probiert?,Have you ever tried this remedy?
"das Problem, -e",problem,José spricht nicht gern über seine Probleme.,José does not like to talk about his problems.
"produzieren, produziert, produzierte, hat produziert",to produce,Unsere Firma produziert Feuerzeuge.,Our company produces lighters.
"das Produkt, -e",product,Unsere Produkte haben eine hohe Qualität.,Our products have a high quality.
"die Produktion, -en",production,Mein Onkel arbeitet in der Autoproduktion.,My uncle works in car production.
"der Professor, -en",professor,Unsere Nachbarin ist Professorin an der Universität.,Our neighbor is a professor at the university.
"der Profi, -s",professional,Keine Angst. Mein Bruder kann die Heizung bestimmt reparieren. Er ist doch Profi.,No fear. My brother can fix the heater for sure. He is a professional.
"das Programm, -e",programme,Hast du schon ins Fernsehprogramm geguckt? Gibt es heute einen schönen Film?,Have you already watched the TV program? Is there a nice movie today?
"das Projekt, -e",project,Der Staat fördert dieses neue Umweltprojekt.,The state is promoting this new environmental project.
"der Prospekt, -e","leaflet, brochure",Diese Prospekte bekommen Sie in jedem Reisebüro.,These brochures are available in every travel agency.
Prost,cheers,Wir trinken auf Ihre Gesundheit! Prost!,We drink to your health! Bottom up!
"protestieren, protestiert, protestierte, hat protestiert",to protest,Wir protestieren gegen die langen Arbeitszeiten.,We protest against the long working hours.
"der Protest, -e",protest,Alle Proteste haben nichts genützt.,All protests did not help.
"der Prozess, -e","trial, case, process",Mein Nachbar hat den Prozess verloren.,My neighbor has lost the process.
"prüfen, prüft, prüfte, hat geprüft","to check, examine","Bitte prüfen Sie sofort, ob die Rechnung stimmt.",Please check immediately if the bill is correct.
"die Prüfung, -en","exam, test",Mein Freund hat die Prüfung bestanden.,My friend passed the exam.
das Publikum (Sg.),public,Es war ein tolles Konzert. Das Publikum war begeistert.,It was a great concert. The audience was excited.
"der Pullover, -","jumper, pullover",Ich habe mir einen Pullover gekauft.,I bought a sweater.
"der Punkt, -e",point,Das Konzert beginnt um Punkt 20 Uhr.,The concert starts at 8 pm.
pünktlich,"on time, punctual",Seien Sie bitte pünktlich.,Please be punctual.
"die Puppe, -n",doll,Unsere kleine Tochter bekommt zum Geburtstag eine Puppe.,Our little daughter gets a doll for her birthday.
"putzen, putzt, putzte, hat geputzt",to clean,Ich muss heute noch die Wohnung putzen.,I have to clean the apartment today.
"die Qualifikation, -en",qualification,Für diese Arbeit haben Sie nicht die richtige Qualifikation.,You do not have the right qualifications for this job.
"die Qualität, -en",quality,"Für mich ist nicht nur der Preis wichtig, sondern auch die Qualität.","For me, not only the price is important, but also the quality."
der Quark (Sg.),"quark, curd cheese",Zum Frühstück esse ich gerne Quark mit Früchten.,For breakfast I like to eat quark with fruit.
"das Quartal, -e",quarter,Für dieses Quartal müssen Sie wieder die Praxisgebühr bezahlen.,For this quarter you have to pay the practice fee again.
der Quatsch (Sg.),nonsense,"Was du da redest, ist Quatsch! Die Ampel war grün, nicht rot.","What you are talking about is nonsense! The traffic light was green, not red."
quer,"crossways, diagonally",Ich muss zu meiner Arbeit quer durch die ganze Stadt fahren.,I have to go to my work across the city.
"die Querstraße, -n",crossroad,Meine Schwester wohnt in einer Querstraße zur Bahnhofstraße.,My sister lives in a cross street to the station street.
"die Quittung, -en",receipt,Brauchen Sie eine Quittung?,Do you need a receipt?
"der Rabatt, -e",discount,Sie bekommen zehn Prozent Rabatt.,You get a ten percent discount.
"das Rad, -""er","wheel, bike",Ich fahre jeden Morgen mit dem Rad zur Arbeit.,I cycle to work every morning.
"Rad fahren, fährt Rad, fuhr Rad, ist Rad gefahren",to go biking,Am Sonntag fahren wir oft Rad.,On Sunday we often cycle.
"der Radfahrer, -",cyclist,Achtung! Da kommt ein Radfahrer.,Attention! Here comes a cyclist.
"das Radio, -s",radio,Ich möchte mir ein neues Radio kaufen.,I want to buy a new radio.
"der Rand, -""er",edge,Wir wohnen am Stadtrand.,We live on the outskirts.
"rasieren, rasiert, rasierte, hat rasiert",to shave,Ich komme gleich. Ich muss mich nur noch schnell rasieren.,I'll be right back. I just have to shave fast.
"raten, rät, riet, hat geraten","to guess, to advise",Ich möchte billig Urlaub machen.,I want to go on a cheap holiday.
der Rat (Sg.),advice,Was soll ich machen? Können Sie mir einen Rat geben?,What should I do? Can you give me an advice?
"der Ratschlag, -""e",piece of advice,Meine Tochter nimmt meine Ratschläge nicht an.,My daughter does not accept my advice.
"das Rathaus, -""er",town hall,Hier links sehen Sie das Rathaus.,Here you see the town hall on the left.
"rauchen, raucht, rauchte, hat geraucht",to smoke,Hier ist Rauchen verboten!,Here smoking is prohibited!
"der Raucher, -",smoker,Gibt es hier ein Raucherzimmer?,Is there a smoking room here?
"der Raum, -""e",room,Zur Anmeldung gehen Sie bitte in Raum 19.,"To register, please go to room 19."
"reagieren, reagiert, reagierte, hat reagiert",to react,"Ich habe dem Vermieter geschrieben, aber er hat noch nicht reagiert.","I wrote to the landlord, but he has not responded yet."
"die Reaktion, -en",reaction,Diese Reaktion ist typisch für ihn.,This reaction is typical for him.
"die Realität, -en",reality,Das gefällt dir nicht? Aber das ist die Realität.,You do not like that? But that is the reality.
realistisch,realistic,"Ich glaube nicht, dass du für das Auto noch so viel Geld bekommst. Das ist nicht realistisch.",I do not think you'll ever get that much money for the car. That is not realistic.
"rechnen, rechnet, rechnete, hat gerechnet","to calculate, estimate, reckon",Meine Tochter kann gut rechnen.,My daughter can count well.
"der Rechner, -",calculator,Mein Rechner ist kaputt.,My computer is broken.
"die Rechnung, -en",bill,"Bitte, die Rechnung!",Please enter the bill!
"das Recht, -e",right,Nach deutschem Recht darf man Kinder nicht schlagen.,According to German law you can not beat children.
rechtlich,legally,Wir beraten Sie in rechtlichen Fragen.,We advise you in legal matters.
"der Rechtsanwalt, -""e",Lawyer,Ich will mit meinem Rechtsanwalt sprechen.,I want to talk to my lawyer.
